split,notional,basis_threshold_bps,settlement_penalty_bps,fee_regime,horizon,n_minutes,price_signal_pct,executable_signal_pct,price_to_execution_ratio,oracle_net_bps,oracle_n_trades
test,500000,0,0,base_fee,1m,15839,83.686,0.107,779.71,26.36,17
test,500000,0,0,base_fee,5m,15839,83.686,0.429,194.93,26.36,17
test,500000,0,0,base_fee,15m,15839,83.686,1.023,81.82,26.36,17
test,500000,0,0,low_fee,1m,15839,83.686,0.114,736.39,26.36,17
test,500000,0,0,low_fee,5m,15839,83.686,0.461,181.58,26.36,17
test,500000,0,0,low_fee,15m,15839,83.686,1.092,76.62,26.36,17
test,500000,0,0,high_fee,1m,15839,83.686,0.088,946.79,26.36,17
test,500000,0,0,high_fee,5m,15839,83.686,0.335,250.09,26.36,17
test,500000,0,0,high_fee,15m,15839,83.686,0.783,106.9,26.36,17
test,500000,0,0,institutional_fee,1m,15839,83.686,0.12,697.63,26.36,17
test,500000,0,0,institutional_fee,5m,15839,83.686,0.492,169.94,26.36,17
test,500000,0,0,institutional_fee,15m,15839,83.686,1.187,70.51,26.36,17
test,500000,0,2,base_fee,1m,15839,83.686,0.088,946.79,26.36,17
test,500000,0,2,base_fee,5m,15839,83.686,0.335,250.09,26.36,17
test,500000,0,2,base_fee,15m,15839,83.686,0.783,106.9,26.36,17
test,500000,0,2,low_fee,1m,15839,83.686,0.107,779.71,26.36,17
test,500000,0,2,low_fee,5m,15839,83.686,0.429,194.93,26.36,17
test,500000,0,2,low_fee,15m,15839,83.686,1.023,81.82,26.36,17
test,500000,0,2,high_fee,1m,15839,83.686,0.069,1205.0,26.36,17
test,500000,0,2,high_fee,5m,15839,83.686,0.265,315.6,26.36,17
test,500000,0,2,high_fee,15m,15839,83.686,0.65,128.69,26.36,17
test,500000,0,2,institutional_fee,1m,15839,83.686,0.114,736.39,26.36,17
test,500000,0,2,institutional_fee,5m,15839,83.686,0.461,181.58,26.36,17
test,500000,0,2,institutional_fee,15m,15839,83.686,1.092,76.62,26.36,17
test,500000,0,5,base_fee,1m,15839,83.686,0.063,1325.5,26.36,17
test,500000,0,5,base_fee,5m,15839,83.686,0.259,323.29,26.36,17
test,500000,0,5,base_fee,15m,15839,83.686,0.644,129.95,26.36,17
test,500000,0,5,low_fee,1m,15839,83.686,0.076,1104.58,26.36,17
test,500000,0,5,low_fee,5m,15839,83.686,0.29,288.15,26.36,17
test,500000,0,5,low_fee,15m,15839,83.686,0.676,123.88,26.36,17
test,500000,0,5,high_fee,1m,15839,83.686,0.044,1893.57,26.36,17
test,500000,0,5,high_fee,5m,15839,83.686,0.183,457.07,26.36,17
test,500000,0,5,high_fee,15m,15839,83.686,0.499,167.78,26.36,17
test,500000,0,5,institutional_fee,1m,15839,83.686,0.088,946.79,26.36,17
test,500000,0,5,institutional_fee,5m,15839,83.686,0.335,250.09,26.36,17
test,500000,0,5,institutional_fee,15m,15839,83.686,0.783,106.9,26.36,17
test,500000,0,10,base_fee,1m,15839,83.686,0.032,2651.0,26.36,17
test,500000,0,10,base_fee,5m,15839,83.686,0.139,602.5,26.36,17
test,500000,0,10,base_fee,15m,15839,83.686,0.391,213.79,26.36,17
test,500000,0,10,low_fee,1m,15839,83.686,0.044,1893.57,26.36,17
test,500000,0,10,low_fee,5m,15839,83.686,0.183,457.07,26.36,17
test,500000,0,10,low_fee,15m,15839,83.686,0.499,167.78,26.36,17
test,500000,0,10,high_fee,1m,15839,83.686,0.032,2651.0,26.36,17
test,500000,0,10,high_fee,5m,15839,83.686,0.139,602.5,26.36,17
test,500000,0,10,high_fee,15m,15839,83.686,0.391,213.79,26.36,17
test,500000,0,10,institutional_fee,1m,15839,83.686,0.044,1893.57,26.36,17
test,500000,0,10,institutional_fee,5m,15839,83.686,0.183,457.07,26.36,17
test,500000,0,10,institutional_fee,15m,15839,83.686,0.499,167.78,26.36,17
test,500000,5,0,base_fee,1m,15839,25.766,0.107,240.06,26.36,17
test,500000,5,0,base_fee,5m,15839,25.766,0.429,60.01,26.36,17
test,500000,5,0,base_fee,15m,15839,25.766,1.023,25.19,26.36,17
test,500000,5,0,low_fee,1m,15839,25.766,0.114,226.72,26.36,17
test,500000,5,0,low_fee,5m,15839,25.766,0.461,55.9,26.36,17
test,500000,5,0,low_fee,15m,15839,25.766,1.092,23.59,26.36,17
test,500000,5,0,high_fee,1m,15839,25.766,0.088,291.5,26.36,17
test,500000,5,0,high_fee,5m,15839,25.766,0.335,77.0,26.36,17
test,500000,5,0,high_fee,15m,15839,25.766,0.783,32.91,26.36,17
test,500000,5,0,institutional_fee,1m,15839,25.766,0.12,214.79,26.36,17
test,500000,5,0,institutional_fee,5m,15839,25.766,0.492,52.32,26.36,17
test,500000,5,0,institutional_fee,15m,15839,25.766,1.187,21.71,26.36,17
test,500000,5,2,base_fee,1m,15839,25.766,0.088,291.5,26.36,17
test,500000,5,2,base_fee,5m,15839,25.766,0.335,77.0,26.36,17
test,500000,5,2,base_fee,15m,15839,25.766,0.783,32.91,26.36,17
test,500000,5,2,low_fee,1m,15839,25.766,0.107,240.06,26.36,17
test,500000,5,2,low_fee,5m,15839,25.766,0.429,60.01,26.36,17
test,500000,5,2,low_fee,15m,15839,25.766,1.023,25.19,26.36,17
test,500000,5,2,high_fee,1m,15839,25.766,0.069,371.0,26.36,17
test,500000,5,2,high_fee,5m,15839,25.766,0.265,97.17,26.36,17
test,500000,5,2,high_fee,15m,15839,25.766,0.65,39.62,26.36,17
test,500000,5,2,institutional_fee,1m,15839,25.766,0.114,226.72,26.36,17
test,500000,5,2,institutional_fee,5m,15839,25.766,0.461,55.9,26.36,17
test,500000,5,2,institutional_fee,15m,15839,25.766,1.092,23.59,26.36,17
test,500000,5,5,base_fee,1m,15839,25.766,0.063,408.1,26.36,17
test,500000,5,5,base_fee,5m,15839,25.766,0.259,99.54,26.36,17
test,500000,5,5,base_fee,15m,15839,25.766,0.644,40.01,26.36,17
test,500000,5,5,low_fee,1m,15839,25.766,0.076,340.08,26.36,17
test,500000,5,5,low_fee,5m,15839,25.766,0.29,88.72,26.36,17
test,500000,5,5,low_fee,15m,15839,25.766,0.676,38.14,26.36,17
test,500000,5,5,high_fee,1m,15839,25.766,0.044,583.0,26.36,17
test,500000,5,5,high_fee,5m,15839,25.766,0.183,140.72,26.36,17
test,500000,5,5,high_fee,15m,15839,25.766,0.499,51.66,26.36,17
test,500000,5,5,institutional_fee,1m,15839,25.766,0.088,291.5,26.36,17
test,500000,5,5,institutional_fee,5m,15839,25.766,0.335,77.0,26.36,17
test,500000,5,5,institutional_fee,15m,15839,25.766,0.783,32.91,26.36,17
test,500000,5,10,base_fee,1m,15839,25.766,0.032,816.2,26.36,17
test,500000,5,10,base_fee,5m,15839,25.766,0.139,185.5,26.36,17
test,500000,5,10,base_fee,15m,15839,25.766,0.391,65.82,26.36,17
test,500000,5,10,low_fee,1m,15839,25.766,0.044,583.0,26.36,17
test,500000,5,10,low_fee,5m,15839,25.766,0.183,140.72,26.36,17
test,500000,5,10,low_fee,15m,15839,25.766,0.499,51.66,26.36,17
test,500000,5,10,high_fee,1m,15839,25.766,0.032,816.2,26.36,17
test,500000,5,10,high_fee,5m,15839,25.766,0.139,185.5,26.36,17
test,500000,5,10,high_fee,15m,15839,25.766,0.391,65.82,26.36,17
test,500000,5,10,institutional_fee,1m,15839,25.766,0.044,583.0,26.36,17
test,500000,5,10,institutional_fee,5m,15839,25.766,0.183,140.72,26.36,17
test,500000,5,10,institutional_fee,15m,15839,25.766,0.499,51.66,26.36,17
test,500000,10,0,base_fee,1m,15839,12.646,0.107,117.82,26.36,17
test,500000,10,0,base_fee,5m,15839,12.646,0.429,29.46,26.36,17
test,500000,10,0,base_fee,15m,15839,12.646,1.023,12.36,26.36,17
test,500000,10,0,low_fee,1m,15839,12.646,0.114,111.28,26.36,17
test,500000,10,0,low_fee,5m,15839,12.646,0.461,27.44,26.36,17
test,500000,10,0,low_fee,15m,15839,12.646,1.092,11.58,26.36,17
test,500000,10,0,high_fee,1m,15839,12.646,0.088,143.07,26.36,17
test,500000,10,0,high_fee,5m,15839,12.646,0.335,37.79,26.36,17
test,500000,10,0,high_fee,15m,15839,12.646,0.783,16.15,26.36,17
test,500000,10,0,institutional_fee,1m,15839,12.646,0.12,105.42,26.36,17
test,500000,10,0,institutional_fee,5m,15839,12.646,0.492,25.68,26.36,17
test,500000,10,0,institutional_fee,15m,15839,12.646,1.187,10.65,26.36,17
test,500000,10,2,base_fee,1m,15839,12.646,0.088,143.07,26.36,17
test,500000,10,2,base_fee,5m,15839,12.646,0.335,37.79,26.36,17
test,500000,10,2,base_fee,15m,15839,12.646,0.783,16.15,26.36,17
test,500000,10,2,low_fee,1m,15839,12.646,0.107,117.82,26.36,17
test,500000,10,2,low_fee,5m,15839,12.646,0.429,29.46,26.36,17
test,500000,10,2,low_fee,15m,15839,12.646,1.023,12.36,26.36,17
test,500000,10,2,high_fee,1m,15839,12.646,0.069,182.09,26.36,17
test,500000,10,2,high_fee,5m,15839,12.646,0.265,47.69,26.36,17
test,500000,10,2,high_fee,15m,15839,12.646,0.65,19.45,26.36,17
test,500000,10,2,institutional_fee,1m,15839,12.646,0.114,111.28,26.36,17
test,500000,10,2,institutional_fee,5m,15839,12.646,0.461,27.44,26.36,17
test,500000,10,2,institutional_fee,15m,15839,12.646,1.092,11.58,26.36,17
test,500000,10,5,base_fee,1m,15839,12.646,0.063,200.3,26.36,17
test,500000,10,5,base_fee,5m,15839,12.646,0.259,48.85,26.36,17
test,500000,10,5,base_fee,15m,15839,12.646,0.644,19.64,26.36,17
test,500000,10,5,low_fee,1m,15839,12.646,0.076,166.92,26.36,17
test,500000,10,5,low_fee,5m,15839,12.646,0.29,43.54,26.36,17
test,500000,10,5,low_fee,15m,15839,12.646,0.676,18.72,26.36,17
test,500000,10,5,high_fee,1m,15839,12.646,0.044,286.14,26.36,17
test,500000,10,5,high_fee,5m,15839,12.646,0.183,69.07,26.36,17
test,500000,10,5,high_fee,15m,15839,12.646,0.499,25.35,26.36,17
test,500000,10,5,institutional_fee,1m,15839,12.646,0.088,143.07,26.36,17
test,500000,10,5,institutional_fee,5m,15839,12.646,0.335,37.79,26.36,17
test,500000,10,5,institutional_fee,15m,15839,12.646,0.783,16.15,26.36,17
test,500000,10,10,base_fee,1m,15839,12.646,0.032,400.6,26.36,17
test,500000,10,10,base_fee,5m,15839,12.646,0.139,91.05,26.36,17
test,500000,10,10,base_fee,15m,15839,12.646,0.391,32.31,26.36,17
test,500000,10,10,low_fee,1m,15839,12.646,0.044,286.14,26.36,17
test,500000,10,10,low_fee,5m,15839,12.646,0.183,69.07,26.36,17
test,500000,10,10,low_fee,15m,15839,12.646,0.499,25.35,26.36,17
test,500000,10,10,high_fee,1m,15839,12.646,0.032,400.6,26.36,17
test,500000,10,10,high_fee,5m,15839,12.646,0.139,91.05,26.36,17
test,500000,10,10,high_fee,15m,15839,12.646,0.391,32.31,26.36,17
test,500000,10,10,institutional_fee,1m,15839,12.646,0.044,286.14,26.36,17
test,500000,10,10,institutional_fee,5m,15839,12.646,0.183,69.07,26.36,17
test,500000,10,10,institutional_fee,15m,15839,12.646,0.499,25.35,26.36,17
test,500000,25,0,base_fee,1m,15839,6.528,0.107,60.82,26.36,17
test,500000,25,0,base_fee,5m,15839,6.528,0.429,15.21,26.36,17
test,500000,25,0,base_fee,15m,15839,6.528,1.023,6.38,26.36,17
test,500000,25,0,low_fee,1m,15839,6.528,0.114,57.44,26.36,17
test,500000,25,0,low_fee,5m,15839,6.528,0.461,14.16,26.36,17
test,500000,25,0,low_fee,15m,15839,6.528,1.092,5.98,26.36,17
test,500000,25,0,high_fee,1m,15839,6.528,0.088,73.86,26.36,17
test,500000,25,0,high_fee,5m,15839,6.528,0.335,19.51,26.36,17
test,500000,25,0,high_fee,15m,15839,6.528,0.783,8.34,26.36,17
test,500000,25,0,institutional_fee,1m,15839,6.528,0.12,54.42,26.36,17
test,500000,25,0,institutional_fee,5m,15839,6.528,0.492,13.26,26.36,17
test,500000,25,0,institutional_fee,15m,15839,6.528,1.187,5.5,26.36,17
test,500000,25,2,base_fee,1m,15839,6.528,0.088,73.86,26.36,17
test,500000,25,2,base_fee,5m,15839,6.528,0.335,19.51,26.36,17
test,500000,25,2,base_fee,15m,15839,6.528,0.783,8.34,26.36,17
test,500000,25,2,low_fee,1m,15839,6.528,0.107,60.82,26.36,17
test,500000,25,2,low_fee,5m,15839,6.528,0.429,15.21,26.36,17
test,500000,25,2,low_fee,15m,15839,6.528,1.023,6.38,26.36,17
test,500000,25,2,high_fee,1m,15839,6.528,0.069,94.0,26.36,17
test,500000,25,2,high_fee,5m,15839,6.528,0.265,24.62,26.36,17
test,500000,25,2,high_fee,15m,15839,6.528,0.65,10.04,26.36,17
test,500000,25,2,institutional_fee,1m,15839,6.528,0.114,57.44,26.36,17
test,500000,25,2,institutional_fee,5m,15839,6.528,0.461,14.16,26.36,17
test,500000,25,2,institutional_fee,15m,15839,6.528,1.092,5.98,26.36,17
test,500000,25,5,base_fee,1m,15839,6.528,0.063,103.4,26.36,17
test,500000,25,5,base_fee,5m,15839,6.528,0.259,25.22,26.36,17
test,500000,25,5,base_fee,15m,15839,6.528,0.644,10.14,26.36,17
test,500000,25,5,low_fee,1m,15839,6.528,0.076,86.17,26.36,17
test,500000,25,5,low_fee,5m,15839,6.528,0.29,22.48,26.36,17
test,500000,25,5,low_fee,15m,15839,6.528,0.676,9.66,26.36,17
test,500000,25,5,high_fee,1m,15839,6.528,0.044,147.71,26.36,17
test,500000,25,5,high_fee,5m,15839,6.528,0.183,35.66,26.36,17
test,500000,25,5,high_fee,15m,15839,6.528,0.499,13.09,26.36,17
test,500000,25,5,institutional_fee,1m,15839,6.528,0.088,73.86,26.36,17
test,500000,25,5,institutional_fee,5m,15839,6.528,0.335,19.51,26.36,17
test,500000,25,5,institutional_fee,15m,15839,6.528,0.783,8.34,26.36,17
test,500000,25,10,base_fee,1m,15839,6.528,0.032,206.8,26.36,17
test,500000,25,10,base_fee,5m,15839,6.528,0.139,47.0,26.36,17
test,500000,25,10,base_fee,15m,15839,6.528,0.391,16.68,26.36,17
test,500000,25,10,low_fee,1m,15839,6.528,0.044,147.71,26.36,17
test,500000,25,10,low_fee,5m,15839,6.528,0.183,35.66,26.36,17
test,500000,25,10,low_fee,15m,15839,6.528,0.499,13.09,26.36,17
test,500000,25,10,high_fee,1m,15839,6.528,0.032,206.8,26.36,17
test,500000,25,10,high_fee,5m,15839,6.528,0.139,47.0,26.36,17
test,500000,25,10,high_fee,15m,15839,6.528,0.391,16.68,26.36,17
test,500000,25,10,institutional_fee,1m,15839,6.528,0.044,147.71,26.36,17
test,500000,25,10,institutional_fee,5m,15839,6.528,0.183,35.66,26.36,17
test,500000,25,10,institutional_fee,15m,15839,6.528,0.499,13.09,26.36,17
test,500000,50,0,base_fee,1m,15839,5.891,0.107,54.88,26.36,17
test,500000,50,0,base_fee,5m,15839,5.891,0.429,13.72,26.36,17
test,500000,50,0,base_fee,15m,15839,5.891,1.023,5.76,26.36,17
test,500000,50,0,low_fee,1m,15839,5.891,0.114,51.83,26.36,17
test,500000,50,0,low_fee,5m,15839,5.891,0.461,12.78,26.36,17
test,500000,50,0,low_fee,15m,15839,5.891,1.092,5.39,26.36,17
test,500000,50,0,high_fee,1m,15839,5.891,0.088,66.64,26.36,17
test,500000,50,0,high_fee,5m,15839,5.891,0.335,17.6,26.36,17
test,500000,50,0,high_fee,15m,15839,5.891,0.783,7.52,26.36,17
test,500000,50,0,institutional_fee,1m,15839,5.891,0.12,49.11,26.36,17
test,500000,50,0,institutional_fee,5m,15839,5.891,0.492,11.96,26.36,17
test,500000,50,0,institutional_fee,15m,15839,5.891,1.187,4.96,26.36,17
test,500000,50,2,base_fee,1m,15839,5.891,0.088,66.64,26.36,17
test,500000,50,2,base_fee,5m,15839,5.891,0.335,17.6,26.36,17
test,500000,50,2,base_fee,15m,15839,5.891,0.783,7.52,26.36,17
test,500000,50,2,low_fee,1m,15839,5.891,0.107,54.88,26.36,17
test,500000,50,2,low_fee,5m,15839,5.891,0.429,13.72,26.36,17
test,500000,50,2,low_fee,15m,15839,5.891,1.023,5.76,26.36,17
test,500000,50,2,high_fee,1m,15839,5.891,0.069,84.82,26.36,17
test,500000,50,2,high_fee,5m,15839,5.891,0.265,22.21,26.36,17
test,500000,50,2,high_fee,15m,15839,5.891,0.65,9.06,26.36,17
test,500000,50,2,institutional_fee,1m,15839,5.891,0.114,51.83,26.36,17
test,500000,50,2,institutional_fee,5m,15839,5.891,0.461,12.78,26.36,17
test,500000,50,2,institutional_fee,15m,15839,5.891,1.092,5.39,26.36,17
test,500000,50,5,base_fee,1m,15839,5.891,0.063,93.3,26.36,17
test,500000,50,5,base_fee,5m,15839,5.891,0.259,22.76,26.36,17
test,500000,50,5,base_fee,15m,15839,5.891,0.644,9.15,26.36,17
test,500000,50,5,low_fee,1m,15839,5.891,0.076,77.75,26.36,17
test,500000,50,5,low_fee,5m,15839,5.891,0.29,20.28,26.36,17
test,500000,50,5,low_fee,15m,15839,5.891,0.676,8.72,26.36,17
test,500000,50,5,high_fee,1m,15839,5.891,0.044,133.29,26.36,17
test,500000,50,5,high_fee,5m,15839,5.891,0.183,32.17,26.36,17
test,500000,50,5,high_fee,15m,15839,5.891,0.499,11.81,26.36,17
test,500000,50,5,institutional_fee,1m,15839,5.891,0.088,66.64,26.36,17
test,500000,50,5,institutional_fee,5m,15839,5.891,0.335,17.6,26.36,17
test,500000,50,5,institutional_fee,15m,15839,5.891,0.783,7.52,26.36,17
test,500000,50,10,base_fee,1m,15839,5.891,0.032,186.6,26.36,17
test,500000,50,10,base_fee,5m,15839,5.891,0.139,42.41,26.36,17
test,500000,50,10,base_fee,15m,15839,5.891,0.391,15.05,26.36,17
test,500000,50,10,low_fee,1m,15839,5.891,0.044,133.29,26.36,17
test,500000,50,10,low_fee,5m,15839,5.891,0.183,32.17,26.36,17
test,500000,50,10,low_fee,15m,15839,5.891,0.499,11.81,26.36,17
test,500000,50,10,high_fee,1m,15839,5.891,0.032,186.6,26.36,17
test,500000,50,10,high_fee,5m,15839,5.891,0.139,42.41,26.36,17
test,500000,50,10,high_fee,15m,15839,5.891,0.391,15.05,26.36,17
test,500000,50,10,institutional_fee,1m,15839,5.891,0.044,133.29,26.36,17
test,500000,50,10,institutional_fee,5m,15839,5.891,0.183,32.17,26.36,17
test,500000,50,10,institutional_fee,15m,15839,5.891,0.499,11.81,26.36,17
